EmployeeNumber,Age,AgeGroup,Gender,MaritalStatus,EducationField,Department,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,TenureBand,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,OverTime_Flag,DistanceFromHome,FlightRiskScore,RiskSegment,Attrition,Attrition_Flag
1549,33,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,5207,12,1,3,2,2,3,3,15,11-20 yrs,14,5,15,1,Yes,1,28,0.651620589784097,High Flight Risk,No,0
1550,40,36-45,Male,Single,Medical,Human Resources,Manager,4,Travel_Rarely,16437,21,0,4,3,4,3,3,21,20+ yrs,7,7,21,1,Yes,1,6,0.4350144813059505,Stable but Disengaged,No,0
1551,24,18-25,Male,Divorced,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,2296,14,3,1,3,2,3,2,1,0-2 yrs,1,0,2,0,No,0,21,0.5839454976303318,Moderate Risk,No,0
1552,40,36-45,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,4069,18,0,4,4,3,3,3,2,0-2 yrs,2,2,8,3,Yes,1,8,0.6127725118483413,Moderate Risk,No,0
1553,45,36-45,Male,Divorced,Technical Degree,Research & Development,Healthcare Representative,3,Travel_Rarely,7441,12,3,2,1,1,3,3,10,6-10 yrs,8,7,10,1,No,0,1,0.42392575039494473,Stable but Disengaged,No,0
1554,35,26-35,Female,Married,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2430,23,2,3,2,1,3,2,5,3-5 yrs,3,4,6,0,No,0,28,0.40586756187467093,Stable but Disengaged,No,0
1555,32,26-35,Female,Married,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,5878,12,1,2,4,1,3,2,7,6-10 yrs,1,2,12,3,No,0,5,0.4478870458135861,Stable but Disengaged,No,0
1556,36,36-45,Male,Single,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2644,21,0,4,3,4,2,3,3,3-5 yrs,2,1,7,3,Yes,1,2,0.6752804107424961,High Flight Risk,No,0
1557,48,46-60,Female,Divorced,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6439,14,1,3,3,3,3,3,8,6-10 yrs,7,7,18,8,No,0,16,0.3561453396524487,Stable but Disengaged,No,0
1558,29,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2451,18,2,3,3,1,2,4,1,0-2 yrs,0,0,5,6,No,0,9,0.465646392838336,Moderate Risk,No,0
1560,33,26-35,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6392,13,1,1,1,4,1,3,2,0-2 yrs,2,2,8,2,No,0,8,0.6383070036861506,Moderate Risk,No,0
1562,30,26-35,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,9714,11,1,1,2,4,3,2,10,6-10 yrs,8,6,10,1,No,0,1,0.48332016850974197,Moderate Risk,Yes,1
1563,38,36-45,Male,Married,Human Resources,Human Resources,Human Resources,2,Travel_Frequently,6077,11,0,3,3,3,3,3,6,6-10 yrs,3,1,10,3,No,0,10,0.3649578725645077,Stable but Disengaged,No,0
1564,35,26-35,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2450,19,0,1,4,2,3,2,3,3-5 yrs,0,1,3,1,No,0,1,0.5773235913638757,Moderate Risk,No,0
1568,30,26-35,Male,Married,Technical Degree,Sales,Sales Executive,3,Travel_Rarely,9250,12,1,2,3,2,3,3,4,3-5 yrs,2,1,9,3,No,0,29,0.41987361769352294,Stable but Disengaged,No,0
1569,35,26-35,Female,Divorced,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2074,12,1,1,1,4,3,3,1,0-2 yrs,0,0,1,1,Yes,1,2,0.8862835703001581,High Flight Risk,Yes,1
1572,53,46-60,Female,Married,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,10169,16,1,4,3,2,3,2,33,20+ yrs,7,1,34,0,No,0,2,0.17102817272248555,Genuinely Retained,Yes,1
1573,38,36-45,Male,Married,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,4855,11,2,2,3,1,3,3,5,3-5 yrs,2,1,7,4,No,0,2,0.4636611374407583,Moderate Risk,Yes,1
1574,32,26-35,Male,Married,Technical Degree,Research & Development,Research Scientist,2,Non-Travel,4087,14,1,1,4,2,2,3,6,6-10 yrs,5,1,9,4,No,0,1,0.6025829383886255,Moderate Risk,No,0
1576,48,46-60,Female,Married,Other,Research & Development,Research Scientist,1,Travel_Rarely,2367,12,1,1,3,4,2,3,8,6-10 yrs,2,7,10,8,No,0,15,0.6156977356503424,Moderate Risk,No,0
1577,34,26-35,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2972,13,0,4,1,3,1,3,1,0-2 yrs,0,0,1,1,No,0,7,0.4268259610321222,Stable but Disengaged,No,0
1578,55,46-60,Male,Married,Marketing,Sales,Manager,5,Travel_Rarely,19586,21,1,4,3,3,3,2,36,20+ yrs,6,2,36,1,No,0,26,0.06434965771458662,Genuinely Retained,No,0
1580,34,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,5484,17,1,4,2,2,2,3,2,0-2 yrs,2,2,9,9,No,0,1,0.34786993154291734,Stable but Disengaged,No,0
1581,26,26-35,Female,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2061,21,0,4,1,1,3,3,1,0-2 yrs,0,0,1,1,No,0,3,0.3364204844655082,Stable but Disengaged,No,0
1582,38,36-45,Male,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,9924,11,1,2,3,4,3,3,9,6-10 yrs,8,7,10,0,No,0,14,0.40027514481305954,Stable but Disengaged,No,0
1583,38,36-45,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4198,12,0,2,2,2,4,3,3,3-5 yrs,2,1,8,2,No,0,16,0.4255805687203792,Stable but Disengaged,No,0
1585,36,36-45,Female,Single,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,6815,13,0,3,2,1,3,3,1,0-2 yrs,0,0,15,6,No,0,1,0.3696853607161664,Stable but Disengaged,No,0
1586,29,26-35,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,4723,18,0,1,2,4,3,3,10,6-10 yrs,9,1,10,1,Yes,1,3,0.8358846761453398,High Flight Risk,No,0
1587,35,26-35,Female,Single,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,6142,16,0,3,1,3,3,3,5,3-5 yrs,2,0,10,3,Yes,1,10,0.6667733017377567,High Flight Risk,No,0
1588,39,36-45,Male,Married,Medical,Sales,Sales Executive,3,Travel_Rarely,8237,11,1,3,4,1,3,4,7,6-10 yrs,6,7,11,2,No,0,6,0.3397090573986309,Stable but Disengaged,No,0
1590,29,26-35,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,8853,19,1,4,1,4,4,3,6,6-10 yrs,4,1,6,1,No,0,2,0.20238809899947344,Genuinely Retained,No,0
1591,50,46-60,Male,Married,Marketing,Sales,Manager,5,Travel_Rarely,19331,16,1,3,3,3,3,3,1,0-2 yrs,0,0,27,4,Yes,1,9,0.5378686150605582,Moderate Risk,No,0
1592,23,18-25,Male,Married,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,2073,16,1,3,4,4,3,4,2,0-2 yrs,2,2,4,2,No,0,10,0.4171274354923644,Stable but Disengaged,No,0
1594,36,36-45,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,5562,13,1,1,1,4,3,4,3,3-5 yrs,2,0,9,3,Yes,1,6,0.8445484465508164,High Flight Risk,No,0
1595,42,36-45,Male,Single,Other,Research & Development,Manager,5,Travel_Rarely,19613,22,0,4,4,4,3,2,1,0-2 yrs,0,0,24,8,No,0,9,0.1515652975250132,Genuinely Retained,No,0
1596,35,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,3407,17,2,3,2,4,2,4,10,6-10 yrs,9,6,10,1,No,0,28,0.43307793575566095,Stable but Disengaged,No,0
1597,34,26-35,Male,Married,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,5063,14,1,3,4,2,2,2,8,6-10 yrs,2,7,8,1,No,0,10,0.42063717746182205,Stable but Disengaged,No,0
1598,40,36-45,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,4639,15,1,1,4,3,3,3,5,3-5 yrs,4,1,5,1,No,0,14,0.5492693522906793,Moderate Risk,No,0
1599,43,36-45,Male,Divorced,Technical Degree,Research & Development,Laboratory Technician,1,Travel_Rarely,4876,12,1,2,4,3,3,4,6,6-10 yrs,4,0,8,5,No,0,27,0.4609399684044234,Moderate Risk,No,0
1601,35,26-35,Male,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2690,18,1,4,3,4,2,2,1,0-2 yrs,0,0,1,1,No,0,7,0.3797959452343339,Stable but Disengaged,No,0
1602,46,46-60,Male,Single,Life Sciences,Sales,Manager,4,Travel_Rarely,17567,15,0,1,4,2,1,4,26,20+ yrs,0,0,27,1,No,0,1,0.46061348077935754,Moderate Risk,No,0
1604,28,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2408,17,3,2,3,3,3,3,1,0-2 yrs,1,0,1,1,Yes,1,24,0.7994325961032124,High Flight Risk,Yes,1
1605,22,18-25,Female,Married,Other,Research & Development,Research Scientist,1,Non-Travel,2814,14,0,3,2,2,2,2,4,3-5 yrs,2,1,4,1,Yes,1,26,0.7543233280674038,High Flight Risk,No,0
1606,50,46-60,Male,Married,Medical,Research & Development,Healthcare Representative,4,Travel_Frequently,11245,15,1,3,2,3,3,3,30,20+ yrs,8,12,32,2,Yes,1,20,0.5505292259083728,Moderate Risk,No,0
1607,32,26-35,Female,Married,Other,Research & Development,Research Scientist,1,Travel_Rarely,3312,17,2,4,2,4,3,4,3,3-5 yrs,2,0,6,3,No,0,5,0.31824512901527124,Stable but Disengaged,No,0
1608,44,36-45,Female,Divorced,Medical,Research & Development,Research Director,5,Travel_Rarely,19049,14,1,4,2,4,2,3,22,20+ yrs,7,1,23,0,Yes,1,7,0.4550052659294365,Moderate Risk,No,0
1609,30,26-35,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2141,12,1,2,2,2,2,2,6,6-10 yrs,4,1,6,1,No,0,7,0.5397446024223276,Moderate Risk,No,0
1611,45,36-45,Female,Single,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,5769,14,0,1,3,1,3,1,10,6-10 yrs,7,1,10,1,Yes,1,5,0.8248683517640865,High Flight Risk,No,0
1612,45,36-45,Male,Married,Marketing,Sales,Sales Executive,2,Non-Travel,4385,15,1,1,1,1,3,2,10,6-10 yrs,7,4,10,1,No,0,26,0.5394444444444444,Moderate Risk,No,0
1613,31,26-35,Male,Single,Other,Sales,Sales Executive,2,Travel_Frequently,5332,13,0,1,4,4,3,3,5,3-5 yrs,2,0,10,7,No,0,2,0.5419707740916272,Moderate Risk,No,0
1614,36,36-45,Female,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,4663,12,2,3,3,2,3,3,3,3-5 yrs,2,1,7,9,Yes,1,12,0.6873499210110585,High Flight Risk,No,0
1615,34,26-35,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,4724,13,1,4,3,1,3,4,9,6-10 yrs,7,7,9,1,No,0,10,0.28837414428646657,Stable but Disengaged,No,0
1617,49,46-60,Female,Married,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,3211,14,1,1,3,4,2,3,9,6-10 yrs,6,1,10,1,No,0,25,0.6043088467614534,Moderate Risk,No,0
1618,39,36-45,Male,Married,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,5377,13,3,1,2,4,3,3,7,6-10 yrs,7,7,10,2,No,0,10,0.536496840442338,Moderate Risk,No,0
1619,27,26-35,Male,Divorced,Other,Research & Development,Laboratory Technician,1,Travel_Rarely,4066,11,2,1,4,1,3,2,7,6-10 yrs,7,0,7,1,No,0,19,0.5503041074249605,Moderate Risk,No,0
1621,35,26-35,Male,Married,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,5208,11,0,1,2,4,3,4,16,11-20 yrs,15,1,16,1,No,0,18,0.5157767245918905,Moderate Risk,No,0
1622,28,26-35,Female,Divorced,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,4877,21,1,1,2,2,2,1,5,3-5 yrs,3,0,6,0,No,0,27,0.5967627698788837,Moderate Risk,No,0
1623,21,18-25,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3117,18,0,4,3,3,3,3,2,0-2 yrs,2,2,3,1,No,0,5,0.32279884149552396,Stable but Disengaged,No,0
1624,18,18-25,Female,Single,Medical,Sales,Sales Representative,1,Travel_Frequently,1569,12,0,4,2,3,4,3,0,0-2 yrs,0,0,0,1,Yes,1,3,0.594102159031069,Moderate Risk,Yes,1
1625,47,46-60,Female,Married,Life Sciences,Human Resources,Manager,5,Travel_Rarely,19658,11,1,3,4,3,3,3,5,3-5 yrs,2,1,27,3,No,0,26,0.22442469720905744,Genuinely Retained,No,0
1627,39,36-45,Male,Divorced,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,3069,15,1,3,3,4,3,2,10,6-10 yrs,8,0,11,0,No,0,3,0.3866377040547657,Stable but Disengaged,No,0
1628,40,36-45,Female,Married,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,10435,13,2,3,1,4,3,2,18,11-20 yrs,15,14,18,1,No,0,15,0.28906003159557664,Stable but Disengaged,No,0
1630,35,26-35,Female,Married,Life Sciences,Research & Development,Healthcare Representative,2,Non-Travel,4148,12,1,3,3,4,3,3,14,11-20 yrs,11,2,15,1,No,0,8,0.3652738283307004,Stable but Disengaged,No,0
1631,37,36-45,Male,Married,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,5768,17,3,3,3,1,2,3,4,3-5 yrs,3,0,9,3,No,0,19,0.42321221695629285,Stable but Disengaged,No,0
1633,39,36-45,Female,Single,Medical,Research & Development,Manufacturing Director,2,Travel_Frequently,5042,13,0,3,1,4,1,3,9,6-10 yrs,2,3,10,0,No,0,4,0.46835834649815694,Moderate Risk,No,0
1635,45,36-45,Female,Divorced,Other,Research & Development,Manufacturing Director,2,Travel_Rarely,5770,19,2,4,4,1,3,2,10,6-10 yrs,7,3,10,1,No,0,2,0.2748578199052133,Stable but Disengaged,No,0
1638,38,36-45,Female,Married,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,7756,19,1,3,4,4,4,2,5,3-5 yrs,4,0,10,3,Yes,1,2,0.5997748815165876,Moderate Risk,No,0
1639,35,26-35,Male,Married,Medical,Sales,Sales Executive,3,Travel_Rarely,10306,17,0,1,4,3,3,2,13,11-20 yrs,12,6,15,9,No,0,10,0.46958530805687204,Moderate Risk,Yes,1
1640,37,36-45,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3936,11,1,2,2,1,1,3,8,6-10 yrs,4,7,8,1,No,0,10,0.565839915745129,Moderate Risk,No,0
1641,40,36-45,Female,Single,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,7945,15,0,4,3,4,2,3,4,3-5 yrs,2,3,18,6,Yes,1,16,0.61695102685624,Moderate Risk,No,0
1642,44,36-45,Male,Married,Human Resources,Human Resources,Human Resources,2,Travel_Frequently,5743,11,0,4,1,3,3,3,10,6-10 yrs,7,0,14,4,Yes,1,1,0.5751421800947867,Moderate Risk,No,0
1644,48,46-60,Male,Married,Medical,Research & Development,Manager,4,Travel_Frequently,15202,25,1,4,3,2,3,2,2,0-2 yrs,2,2,23,2,No,0,4,0.195521327014218,Genuinely Retained,No,0
1645,35,26-35,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Rarely,5440,14,2,4,1,4,2,1,2,0-2 yrs,2,2,7,6,Yes,1,15,0.6483333333333333,Moderate Risk,Yes,1
1646,24,18-25,Female,Single,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,3760,13,0,4,1,3,3,3,6,6-10 yrs,3,1,6,1,Yes,1,2,0.6060268562401264,Moderate Risk,No,0
1647,27,26-35,Female,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,3517,17,0,3,2,1,3,4,3,3-5 yrs,2,0,5,7,No,0,8,0.39941943127962093,Stable but Disengaged,No,0
1648,27,26-35,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Frequently,2580,13,0,4,4,3,2,3,4,3-5 yrs,2,1,6,2,No,0,2,0.37345444971037395,Stable but Disengaged,No,0
1649,40,36-45,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2166,14,0,1,1,2,1,3,4,3-5 yrs,2,0,10,3,Yes,1,7,0.9778146392838336,High Flight Risk,Yes,1
1650,29,26-35,Male,Single,Medical,Sales,Sales Executive,2,Travel_Rarely,5869,11,0,3,3,3,3,2,5,3-5 yrs,2,1,8,9,No,0,10,0.3696484992101106,Stable but Disengaged,No,0
1651,36,36-45,Female,Married,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,8008,12,2,1,2,3,3,3,3,3-5 yrs,2,0,9,4,No,0,5,0.5187875197472354,Moderate Risk,No,0
1653,25,18-25,Male,Divorced,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Frequently,5206,17,2,3,4,3,3,4,7,6-10 yrs,7,0,7,1,No,0,2,0.37163112164297,Stable but Disengaged,No,0
1654,39,36-45,Male,Married,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,5295,21,0,2,4,3,3,3,5,3-5 yrs,4,1,7,4,No,0,12,0.45902711953659825,Moderate Risk,No,0
1655,49,46-60,Female,Married,Other,Research & Development,Research Director,4,Travel_Rarely,16413,16,2,2,1,2,3,3,4,3-5 yrs,2,1,27,3,No,0,22,0.3444339125855714,Stable but Disengaged,No,0
1656,50,46-60,Female,Divorced,Life Sciences,Research & Development,Research Director,3,Travel_Rarely,13269,15,3,1,4,3,3,2,14,11-20 yrs,11,1,19,5,No,0,17,0.4358794102159031,Stable but Disengaged,No,0
1657,20,18-25,Female,Single,Medical,Sales,Sales Representative,1,Travel_Rarely,2783,19,0,3,3,1,3,3,2,0-2 yrs,2,2,2,1,No,0,2,0.4096498156924697,Stable but Disengaged,No,0
1658,34,26-35,Female,Divorced,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,5433,12,1,2,4,3,3,3,11,11-20 yrs,8,7,11,1,No,0,3,0.4425737230121117,Stable but Disengaged,No,0
1659,36,36-45,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2013,11,0,2,1,3,3,3,4,3-5 yrs,3,1,15,2,No,0,7,0.49609268035808324,Moderate Risk,No,0
1661,49,46-60,Female,Married,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,13966,19,1,3,3,2,3,2,15,11-20 yrs,11,2,30,2,Yes,1,6,0.5593720379146919,Moderate Risk,No,0
1662,36,36-45,Female,Married,Medical,Research & Development,Manufacturing Director,2,Non-Travel,4374,15,0,3,4,3,3,2,3,3-5 yrs,2,1,4,0,No,0,1,0.3903936282253818,Stable but Disengaged,No,0
1664,36,36-45,Male,Divorced,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,6842,20,1,1,4,1,3,4,5,3-5 yrs,4,0,13,6,No,0,3,0.5260676671932596,Moderate Risk,No,0
1665,54,46-60,Female,Married,Medical,Research & Development,Manager,4,Travel_Rarely,17426,25,1,3,2,3,3,3,10,6-10 yrs,8,4,36,3,No,0,22,0.23543180621379678,Genuinely Retained,No,0
1666,43,36-45,Male,Married,Life Sciences,Research & Development,Research Director,4,Travel_Rarely,17603,24,1,3,3,1,3,2,14,11-20 yrs,10,6,14,1,No,0,15,0.22356766719325963,Genuinely Retained,No,0
1667,35,26-35,Male,Single,Other,Sales,Sales Executive,2,Travel_Frequently,4581,24,0,4,4,1,4,3,11,11-20 yrs,9,6,13,3,Yes,1,12,0.5348802001053186,Moderate Risk,Yes,1
1668,38,36-45,Male,Married,Life Sciences,Research & Development,Research Scientist,2,Travel_Frequently,4735,15,2,4,4,4,4,3,13,11-20 yrs,11,2,19,7,No,0,1,0.22825829383886256,Genuinely Retained,No,0
1669,29,26-35,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Rarely,4187,13,1,2,1,2,2,2,10,6-10 yrs,0,0,10,1,Yes,1,5,0.8081964191679831,High Flight Risk,No,0
1670,33,26-35,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Rarely,5505,14,2,4,4,3,3,3,6,6-10 yrs,2,0,6,1,No,0,2,0.28764876250658244,Stable but Disengaged,No,0
1671,32,26-35,Male,Divorced,Medical,Research & Development,Research Scientist,2,Travel_Rarely,5470,13,2,2,4,3,2,3,9,6-10 yrs,5,1,10,0,No,0,2,0.49718404423380735,Moderate Risk,No,0
1673,31,26-35,Female,Married,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,5476,11,2,4,1,1,3,3,10,6-10 yrs,0,0,10,1,No,0,5,0.27795418641390207,Stable but Disengaged,No,0
1674,49,46-60,Female,Divorced,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2587,16,1,1,4,2,2,3,2,0-2 yrs,2,2,17,4,Yes,1,16,0.9283807266982622,High Flight Risk,No,0
1675,38,36-45,Female,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2440,22,0,2,4,2,3,2,4,3-5 yrs,3,3,4,1,No,0,2,0.49159557661927333,Moderate Risk,No,0
1676,47,46-60,Female,Divorced,Life Sciences,Sales,Manager,4,Travel_Rarely,15972,14,3,2,2,3,3,4,3,3-5 yrs,2,1,29,6,No,0,2,0.35157846234860457,Stable but Disengaged,No,0
1677,49,46-60,Male,Single,Life Sciences,Research & Development,Manager,4,Travel_Rarely,15379,14,0,3,3,1,3,3,8,6-10 yrs,7,0,23,4,No,0,1,0.2619905213270142,Stable but Disengaged,No,0
1678,41,36-45,Male,Single,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,7082,16,0,3,4,4,3,3,2,0-2 yrs,0,0,21,3,Yes,1,23,0.664373354397051,High Flight Risk,No,0
1680,20,18-25,Male,Single,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2728,11,0,1,4,1,3,3,2,0-2 yrs,2,0,2,1,No,0,9,0.5768957345971564,Moderate Risk,No,0
1681,33,26-35,Female,Divorced,Life Sciences,Sales,Sales Executive,2,Non-Travel,5368,25,1,4,3,3,3,3,6,6-10 yrs,5,1,7,1,Yes,1,16,0.5890916271721959,Moderate Risk,No,0
1682,36,36-45,Male,Married,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,5347,14,2,3,1,2,2,3,3,3-5 yrs,2,0,10,6,No,0,26,0.43014612954186415,Stable but Disengaged,No,0
1683,44,36-45,Female,Divorced,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,3195,18,3,4,3,1,3,3,2,0-2 yrs,2,2,8,4,Yes,1,1,0.6219773565034229,Moderate Risk,No,0
1684,23,18-25,Male,Single,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3989,11,0,3,4,1,3,2,5,3-5 yrs,4,1,5,1,Yes,1,8,0.6894483938915219,High Flight Risk,Yes,1
1687,38,36-45,Female,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,3306,19,1,3,4,4,2,3,0,0-2 yrs,0,0,7,7,No,0,4,0.4591416535018431,Moderate Risk,No,0
1689,53,46-60,Male,Married,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,7005,15,0,4,2,3,3,4,4,3-5 yrs,3,1,11,3,No,0,24,0.2768509741969458,Stable but Disengaged,No,0
1691,48,46-60,Female,Married,Medical,Sales,Sales Representative,1,Travel_Frequently,2655,11,2,3,4,3,3,3,9,6-10 yrs,7,7,19,2,Yes,1,7,0.6934978936282254,High Flight Risk,Yes,1
1692,32,26-35,Male,Single,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,1393,12,0,2,4,1,3,3,1,0-2 yrs,0,0,1,1,No,0,2,0.5101224328593997,Moderate Risk,Yes,1
1693,26,26-35,Male,Single,Medical,Research & Development,Laboratory Technician,1,Non-Travel,2570,20,0,4,4,3,3,3,7,6-10 yrs,7,5,7,1,No,0,7,0.3160597682991048,Stable but Disengaged,No,0
1694,55,46-60,Male,Divorced,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,3537,12,1,2,1,4,3,2,4,3-5 yrs,2,1,8,5,No,0,22,0.4800421274354924,Moderate Risk,No,0
1696,34,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,3986,14,1,4,2,3,4,2,15,11-20 yrs,10,4,15,1,No,0,5,0.2311466561348078,Genuinely Retained,No,0
1697,60,46-60,Male,Divorced,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,10883,20,1,4,3,3,4,1,1,0-2 yrs,0,0,19,3,No,0,1,0.19350842548709848,Genuinely Retained,No,0
1698,33,26-35,Male,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2028,18,3,2,2,4,3,4,14,11-20 yrs,11,2,14,1,No,0,21,0.47093470247498687,Moderate Risk,No,0
1700,37,36-45,Male,Divorced,Medical,Sales,Sales Executive,2,Travel_Frequently,9525,14,2,4,3,3,2,1,6,6-10 yrs,3,1,6,1,No,0,1,0.29531068983675623,Stable but Disengaged,No,0
1701,34,26-35,Female,Married,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,2929,12,0,4,2,2,3,2,10,6-10 yrs,9,8,10,1,No,0,19,0.3047788309636651,Stable but Disengaged,No,0
1702,23,18-25,Male,Divorced,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,2275,21,1,4,3,2,3,3,3,3-5 yrs,2,0,3,1,Yes,1,7,0.6291666666666668,Moderate Risk,Yes,1
1703,44,36-45,Female,Married,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,7879,19,1,4,3,2,3,4,8,6-10 yrs,7,6,9,1,Yes,1,2,0.5576461295418641,Moderate Risk,No,0
1704,35,26-35,Male,Single,Medical,Research & Development,Research Scientist,1,Travel_Frequently,4930,14,0,4,1,3,4,2,5,3-5 yrs,4,1,6,0,Yes,1,2,0.5462045813586098,Moderate Risk,No,0
1706,43,36-45,Male,Married,Medical,Sales,Sales Executive,2,Travel_Rarely,7847,17,1,4,4,1,3,3,10,6-10 yrs,9,8,10,1,Yes,1,2,0.552983149025803,Moderate Risk,No,0
1707,24,18-25,Male,Married,Medical,Research & Development,Research Scientist,1,Travel_Rarely,4401,16,1,3,3,4,3,4,5,3-5 yrs,3,0,5,1,No,0,9,0.38510926803580836,Stable but Disengaged,No,0
1708,41,36-45,Male,Single,Marketing,Sales,Sales Executive,3,Travel_Rarely,9241,12,0,3,4,2,3,3,10,6-10 yrs,8,8,10,1,No,0,6,0.3216350710900474,Stable but Disengaged,No,0
1709,29,26-35,Female,Married,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,2974,17,1,3,4,3,3,3,5,3-5 yrs,3,1,9,9,No,0,9,0.40013823064770937,Stable but Disengaged,No,0
1710,36,36-45,Female,Single,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,4502,15,0,4,3,3,2,3,13,11-20 yrs,7,6,17,3,No,0,2,0.3307122169562928,Stable but Disengaged,No,0
